Name,URL,YearStarted,YearEnded,Position,SquadHistory,IsActive
Dave Hill,https://fbref.com/en/players/b5f43252/Dave-Hill,2000,2001,MF,,No
Dylan Hill,https://fbref.com/en/players/d470029b/Dylan-Hill,2024,2026,MF,Boston United,Yes
James Hill,https://fbref.com/en/players/69942fb3/James-Hill,2018,2026,DF,"Bournemouth, Fleetwood Town, Blackburn Rovers, Heart of Midlothian",Yes
Keith Hill,https://fbref.com/en/players/b9100d1e/Keith-Hill,1992,1993,DF,,No
Kevin Hill,https://fbref.com/en/players/f1f9ef22/Kevin-Hill,2002,2008,MF,Torquay United,No
Madelaine Hill,https://fbref.com/en/players/3da1513c/Madelaine-Hill,2017,,MF,Sunderland,No
Marcus Hill,https://fbref.com/en/players/6e864f90/Marcus-Hill,2025,2026,GK,Crystal Palace U21,Yes
Matt Hill,https://fbref.com/en/players/c1151f6b/Matt-Hill,2002,2016,DF,"Bristol City, Preston North End, Sheffield United, Tranmere Rovers, Barnsley, Queens Park Rangers, W",No
Nicky Hill,https://fbref.com/en/players/f9de7b67/Nicky-Hill,2002,2003,DF,Bury,No
Rory Hill,https://fbref.com/en/players/aab894d8/Rory-Hill,2020,2021,MF,,No
Ryan Hill,https://fbref.com/en/players/297a396f/Ryan-Hill,2017,2026,"FW,MF","Aldershot Town, Eastleigh, Dagenham & Redbridge, Stoke City U23",Yes
Sam Hill,https://fbref.com/en/players/10be0c7d/Sam-Hill,2016,2017,MF,,Yes
Shane Hill,https://fbref.com/en/players/b9c4c291/Shane-Hill,2011,2014,MF,Tampa Bay Rowdies,No
Stephen Hill,https://fbref.com/en/players/01b487ec/Stephen-Hill,2002,2004,DF,Rochdale,No
Tyler Hill,https://fbref.com/en/players/6c5e0d06/Tyler-Hill,2025,2026,DF,Spennymoor Town FC,Yes
David Hillier,https://fbref.com/en/players/c3861872/David-Hillier,1991,1997,MF,"Portsmouth, Arsenal",No
Thomas Hillman,https://fbref.com/en/players/c35c48e7/Thomas-Hillman,2018,2019,DF,,No
Brad Hills,https://fbref.com/en/players/9936c8e1/Brad-Hills,2020,2026,DF,"Stockport County, Accrington Stanley, Norwich City U21, Norwich City, Norwich City U23",Yes
John Hills,https://fbref.com/en/players/0c06824b/John-Hills,1996,2008,DF,"Blackpool, Gillingham, Sheffield Wednesday, Swansea City, Everton",No
Lee Hills,https://fbref.com/en/players/f0f801c6/Lee-Hills,2007,2014,DF,"Crystal Palace, Stevenage, Southend United, Oldham Athletic",No
James Hillson,https://fbref.com/en/players/df5c6206/James-Hillson,2018,2025,GK,Arsenal U23,Yes
Sophie Hillyerd,https://fbref.com/en/players/5c0ee435/Sophie-Hillyerd,2022,2026,GK,"London City Lionesses, West Ham United",Yes
Joe Hilton,https://fbref.com/en/players/0e18acc5/Joe-Hilton,2017,2026,GK,"Bradford City, Hamilton Academical, Blackburn Rovers U23, Everton U23, Blackburn Rovers U21",Yes
Kirk Hilton,https://fbref.com/en/players/8eceb94b/Kirk-Hilton,2003,2004,DF,Blackpool,No
Lewis Hilton,https://fbref.com/en/players/9e08ab4c/Lewis-Hilton,2016,2025,MF,"Tampa Bay Rowdies, Saint Louis FC, Charlotte Independence",Yes
Rhys Hilton,https://fbref.com/en/players/211c6bf9/Rhys-Hilton,2025,2026,MF,Telford United,Yes
Sonny Hilton,https://fbref.com/en/players/a14f4e46/Sonny-Hilton,2017,2023,MF,"Fulham U23, Fulham U21, Carlisle United",No
Andy Hinchcliffe,https://fbref.com/en/players/4bb95ffe/Andy-Hinchcliffe,1992,2002,DF,"Everton, Sheffield Wednesday",No
Ben Hinchliffe,https://fbref.com/en/players/6261bd48/Ben-Hinchliffe,2008,2026,GK,"Stockport County, Oxford United",Yes
Jack Hinchy,https://fbref.com/en/players/d0a4eaf0/Jack-Hinchy,2020,2026,MF,"Notts County, Altrincham, Brighton & Hove Albion U21, Brighton & Hove Albion U23, Shrewsbury Town",Yes
Jack Hindle,https://fbref.com/en/players/bd97098d/Jack-Hindle,2018,2021,FW,Barrow,No
James Hindmarch,https://fbref.com/en/players/af234967/James-Hindmarch,1995,1998,DF,,No
Stephen Hindmarch,https://fbref.com/en/players/74b31921/Stephen-Hindmarch,2006,2009,FW,"Carlisle United, Shrewsbury Town",No
Akeem Hinds,https://fbref.com/en/players/e732dce6/Akeem-Hinds,2018,2022,DF,,No
Freddie Hinds,https://fbref.com/en/players/01e2def7/Freddie-Hinds,2017,2020,FW,"Cheltenham Town, Bristol City",No
Josh Hinds,https://fbref.com/en/players/a0b513d1/Josh-Hinds,2021,2025,FW,Queen's Park FC,Yes
Kaylen Hinds,https://fbref.com/en/players/fdd5d298/Kaylen-Hinds,2016,2021,FW,"Stevenage, Aldershot Town, Arsenal U23",No
Leigh Hinds,https://fbref.com/en/players/5faf16e6/Leigh-Hinds,2002,2004,FW,Aberdeen,No
Richard Hinds,https://fbref.com/en/players/a56f9816/Richard-Hinds,2002,2014,DF,"Scunthorpe United, Sheffield Wednesday, Hull City, Yeovil Town, Bury, Lincoln City, Tranmere Rovers",No
Tariq Hinds,https://fbref.com/en/players/4837f8d4/Tariq-Hinds,2016,2026,DF,"Woking, Tottenham Hotspur U23, Braintree Town",Yes
Taylor Hinds,https://fbref.com/en/players/a760a666/Taylor-Hinds,2017,2026,"DF,MF","Arsenal, Liverpool, Everton",Yes
Kayleigh Hines,https://fbref.com/en/players/8105a38f/Kayleigh-Hines,2017,,MF,Reading,No
Seb Hines,https://fbref.com/en/players/5a2cabda/Seb-Hines,2007,2017,"DF,MF","Middlesbrough, Orlando City, Orlando City B, Coventry City, Oldham Athletic",No
Zavon Hines,https://fbref.com/en/players/29b8c15b/Zavon-Hines,2007,2019,"FW,MF","Dagenham & Redbridge, Bradford City, Chesterfield, West Ham United, Maidstone United, Burnley, Bourn",No
Adam Hinshelwood,https://fbref.com/en/players/197847c4/Adam-Hinshelwood,2002,2010,DF,"Brighton & Hove Albion, Aldershot Town, Wycombe Wanderers, Lewes",No
Jack Hinshelwood,https://fbref.com/en/players/e98211e7/Jack-Hinshelwood,2022,2026,"DF,MF","Brighton & Hove Albion, Brighton & Hove Albion U21",Yes
Craig Hinton,https://fbref.com/en/players/55fc61b3/Craig-Hinton,2002,2010,DF,"Bristol Rovers, Kidderminster Harriers, Northampton Town",No
Tom Hinton,https://fbref.com/en/players/7fa3a730/Tom-Hinton,2024,2025,MF,,No
Jonathan Hippolyte,https://fbref.com/en/players/5531da51/Jonathan-Hippolyte,2018,2019,FW,,No
Shaquille Hippolyte-Patrick,https://fbref.com/en/players/d9ed692d/Shaquille-Hippolyte-Patrick,2021,2022,MF,,No
Sam Hird,https://fbref.com/en/players/72d2c7fa/Sam-Hird,2006,2021,DF,"Chesterfield, Doncaster Rovers, Barrow, Grimsby Town",No
Ben Hirst,https://fbref.com/en/players/bda1c3a2/Ben-Hirst,2014,2015,FW,York City,No
David Hirst,https://fbref.com/en/players/e274c78d/David-Hirst,1992,1999,FW,"Sheffield Wednesday, Southampton",No
Horatio Hirst,https://fbref.com/en/players/490c3d35/Horatio-Hirst,2017,2018,FW,,No
Tom Hitchcock,https://fbref.com/en/players/658e2b84/Tom-Hitchcock,2011,2018,FW,"Bristol Rovers, Milton Keynes Dons, Crewe Alexandra, Boreham Wood, Rotherham United, Stevenage, Plym",No
Steve Hitchen,https://fbref.com/en/players/9a047194/Steve-Hitchen,2002,2004,DF,Macclesfield Town,No
Gerry Hitchens,https://fbref.com/en/players/1cdd7348/Gerry-Hitchens,1962,,FW,,No
Jack Hitchman,https://fbref.com/en/players/84d12479/Jack-Hitchman,2024,2025,GK,,Yes
Jordy Hiwula,https://fbref.com/en/players/f6121039/Jordy-Hiwula,2014,2026,"FW,MF","Boston United, Coventry City, Fleetwood Town, Bradford City, Walsall, Doncaster Rovers, Ross County,",Yes
Josh Hmami,https://fbref.com/en/players/db4d9cbc/Josh-Hmami,2017,2026,MF,"FC Halifax Town, Marine FC",Yes
Jack Hobbs,https://fbref.com/en/players/5598b655/Jack-Hobbs,2004,2020,DF,"Leicester City, Nottingham Forest, Hull City, Bolton Wanderers, Scunthorpe United",No
Lewis Hobbs,https://fbref.com/en/players/5e9895b6/Lewis-Hobbs,2020,2021,DF,Crystal Palace U23,No
Shane Hobbs,https://fbref.com/en/players/fb5983ca/Shane-Hobbs,2003,2004,FW,,No
Oliver Hobden,https://fbref.com/en/players/03e397b0/Oliver-Hobden,2025,2026,DF,Charlton Athletic,Yes
Bailey Hobson,https://fbref.com/en/players/25288dfe/Bailey-Hobson,2023,2026,MF,"Brackley Town FC, Chesterfield, Kidderminster Harriers, Barnet",Yes
Craig Hobson,https://fbref.com/en/players/7d189727/Craig-Hobson,2014,2023,FW,Chester,No
Gary Hobson,https://fbref.com/en/players/44ddc718/Gary-Hobson,2002,2003,DF,"Hull City, Brighton & Hove Albion, York City",No
Isabella Hobson,https://fbref.com/en/players/a596588e/Isabella-Hobson,2023,2026,MF,Everton,Yes
Shaun Hobson,https://fbref.com/en/players/a2d2dbf3/Shaun-Hobson,2017,2026,"DF,MF","FC Halifax Town, Southend United, Oldham Athletic, Eastleigh",Yes
Ben Hockenhull,https://fbref.com/en/players/d667fdaa/Ben-Hockenhull,2019,2024,DF,Tranmere Rovers,No
Freddie Hockey,https://fbref.com/en/players/7f9c902d/Freddie-Hockey,2022,2026,MF,Braintree Town,Yes
Matt Hocking,https://fbref.com/en/players/cb4de5f3/Matt-Hocking,2002,2007,DF,"Boston United, Hull City, Southport",No
Graham Hockless,https://fbref.com/en/players/fe9be130/Graham-Hockless,2002,2005,MF,Grimsby Town,No
Matthew Hockley,https://fbref.com/en/players/7c05a1ed/Matthew-Hockley,2002,2008,MF,Torquay United,No
Glenn Hoddle,https://fbref.com/en/players/231f7c03/Glenn-Hoddle,1982,1995,MF,"Swindon Town, Chelsea, England",No
Elliot Hodge,https://fbref.com/en/players/d0e94d1a/Elliot-Hodge,2015,2019,MF,Burton Albion,No
Steve Hodge,https://fbref.com/en/players/5cd08cec/Steve-Hodge,1986,1995,MF,"Leeds United, Queens Park Rangers, Derby County, England",No
James Hodges,https://fbref.com/en/players/7f719c94/James-Hodges,2017,2018,GK,,No
Keiran Hodges,https://fbref.com/en/players/411fcb14/Keiran-Hodges,2016,2017,GK,,No
Lee Hodges,https://fbref.com/en/players/4ea258e4/Lee-Hodges,1997,2004,MF,"Bristol Rovers, Rochdale, Ipswich Town, West Ham United",No
Lee Hodges,https://fbref.com/en/players/ab5883bb/Lee-Hodges,1992,2010,MF,"Plymouth Argyle, Reading, Torquay United, Tottenham Hotspur",No
Paul Hodges,https://fbref.com/en/players/10e96fe1/Paul-Hodges,2018,2021,FW,Woking,No
Alan Hodgkinson,https://fbref.com/en/players/8a3c0102/Alan-Hodgkinson,1958,1962,GK,,No
Jared Hodgkiss,https://fbref.com/en/players/0ce6f935/Jared-Hodgkiss,2005,2023,DF,"Forest Green Rovers, Kidderminster Harriers, Macclesfield Town, West Bromwich Albion, Torquay United",No
Richard Hodgson,https://fbref.com/en/players/f1776cbf/Richard-Hodgson,2002,2005,MF,"Darlington, Cambridge United",No
Sam Hodgson,https://fbref.com/en/players/feb5c91d/Sam-Hodgson,2022,2023,FW,,No
Jack Hodnett,https://fbref.com/en/players/9a109cb8/Jack-Hodnett,2020,2023,DF,"Wolverhampton Wanderers U23, Wolverhampton Wanderers U21",No
Ashley Hodson,https://fbref.com/en/players/c022ea68/Ashley-Hodson,2017,2020,FW,Liverpool,No
Rhys Hoenes,https://fbref.com/en/players/22a10b0c/Rhys-Hoenes,2016,2017,FW,,No
Dan Hogan,https://fbref.com/en/players/491de549/Dan-Hogan,2016,2017,MF,,No
Dave Hogan,https://fbref.com/en/players/9dd8678f/Dave-Hogan,2006,2012,GK,Dagenham & Redbridge,No
Liam Hogan,https://fbref.com/en/players/7a5e2895/Liam-Hogan,2013,2026,"DF,MF","Rochdale, Stockport County, Oldham Athletic, Salford City, Gateshead, Fleetwood Town, Tranmere Rover",Yes
Michael Hoganson,https://fbref.com/en/players/3a125ab9/Michael-Hoganson,2012,2014,"DF,MF","Alfreton Town, Derby County",No
James Hogarth-Wren,https://fbref.com/en/players/d24d45e8/James-Hogarth-Wren,2019,2020,GK,,No
Chris Hogg,https://fbref.com/en/players/31e4a6a9/Chris-Hogg,2003,2013,DF,"Hibernian, Inverness CT, Boston United",No
Jonathan Hogg,https://fbref.com/en/players/9306d5ea/Jonathan-Hogg,2009,2025,MF,"Huddersfield Town, Watford, Portsmouth, Aston Villa, Darlington",Yes
Lewis Hogg,https://fbref.com/en/players/d2a40e81/Lewis-Hogg,2002,2012,MF,"Bath City, Bristol Rovers",No
Steven Hogg,https://fbref.com/en/players/196568a6/Steven-Hogg,2005,2009,MF,"Shrewsbury Town, Gretna, York City",No
Finlay Holcroft,https://fbref.com/en/players/e56edaf8/Finlay-Holcroft,2024,2026,DF,Sunderland U21,Yes
Darren Holden,https://fbref.com/en/players/ea4f1e83/Darren-Holden,2010,2018,DF,"Hartlepool United, Guiseley, Gateshead",No
Dean Holden,https://fbref.com/en/players/f71c82f4/Dean-Holden,2002,2015,DF,"Oldham Athletic, Peterborough United, Shrewsbury Town, Falkirk, Chesterfield, Walsall, Rochdale, Bol",No
James Holden,https://fbref.com/en/players/c2e6eb23/James-Holden,2019,2024,GK,"Maidenhead United, Reading U23",No
Lenny Holden,https://fbref.com/en/players/b1952e08/Lenny-Holden,2024,2025,GK,,No
Luke Holden,https://fbref.com/en/players/de349737/Luke-Holden,2009,2010,MF,Wrexham,No
Rick Holden,https://fbref.com/en/players/d92c2591/Rick-Holden,1992,1994,MF,"Oldham Athletic, Manchester City, Blackpool",No
Rob Holding,https://fbref.com/en/players/d79a8c87/Rob-Holding,2014,2025,DF,"Colorado Rapids, Arsenal, Bolton Wanderers, Arsenal U23, Sheffield United, Crystal Palace U21",Yes
Andy Holdsworth,https://fbref.com/en/players/f39971c0/Andy-Holdsworth,2003,2012,"DF,MF","Huddersfield Town, Morecambe, Oldham Athletic, Alfreton Town",No
David Holdsworth,https://fbref.com/en/players/15f94d8a/David-Holdsworth,2001,2002,DF,"Watford, Sheffield United, Birmingham City, Walsall",No
Dean Holdsworth,https://fbref.com/en/players/fdb64aeb/Dean-Holdsworth,1992,2007,FW,"Wimbledon, Bolton Wanderers, Coventry City, Rushden & Diamonds, Cambridge United",No
Ashan Holgate,https://fbref.com/en/players/f6788bb8/Ashan-Holgate,2004,2007,"FW,MF","Swindon Town, Macclesfield Town",No
Harrison Holgate,https://fbref.com/en/players/c485304b/Harrison-Holgate,2018,2026,DF,Fleetwood Town,Yes
Chris Holland,https://fbref.com/en/players/7a7e16af/Chris-Holland,1993,2007,MF,"Huddersfield Town, Boston United, Birmingham City, Southport, Newcastle United",No
Jack Holland,https://fbref.com/en/players/6326f5fb/Jack-Holland,2014,2021,"DF,MF",Bromley,No
Joe Holland,https://fbref.com/en/players/00913c1e/Joe-Holland,2017,2025,MF,"New York Pancyprian-Freedoms, Birmingham Legion, Pittsburgh Riverhounds, Rio Grande Valley Toros, Ho",Yes
Max Holland,https://fbref.com/en/players/aa105092/Max-Holland,2016,2017,MF,,No
Nathan Holland,https://fbref.com/en/players/45ab2170/Nathan-Holland,2016,2024,"FW,MF","Oxford United, West Ham United U23, Milton Keynes Dons, Forest Green Rovers, West Ham United",No
Sean Holland,https://fbref.com/en/players/4f47a628/Sean-Holland,2019,2020,MF,,No
Toby Holland,https://fbref.com/en/players/1c0ab4b6/Toby-Holland,2020,2021,MF,,No
Tom Holland,https://fbref.com/en/players/7f83945a/Tom-Holland,2014,2015,MF,,No
Jacob Holland Wilkinson,https://fbref.com/en/players/ad083b00/Jacob-Holland-Wilkinson,2020,2023,FW,Stoke City U21,No
Danny Hollands,https://fbref.com/en/players/118a8745/Danny-Hollands,2005,2022,"DF,MF","Bournemouth, Eastleigh, Portsmouth, Charlton Athletic, Crewe Alexandra, Gillingham, Swindon Town, To",No
Gavin Holligan,https://fbref.com/en/players/cd7a9da6/Gavin-Holligan,1998,2004,FW,Wycombe Wanderers,No
Andrew Hollins,https://fbref.com/en/players/a357112c/Andrew-Hollins,2016,2022,DF,,No
Guy Hollis,https://fbref.com/en/players/1d2391cd/Guy-Hollis,2017,2019,DF,,No
Haydn Hollis,https://fbref.com/en/players/3e6bea88/Haydn-Hollis,2011,2026,"DF,FW","Tamworth, Notts County, Chesterfield, Dorking Wanderers FC, Forest Green Rovers, Ebbsfleet United, D",Yes
Jermain Hollis,https://fbref.com/en/players/e0407583/Jermain-Hollis,2004,2005,DF,,No
Darren Holloway,https://fbref.com/en/players/5b1e1fe8/Darren-Holloway,1999,2007,DF,"Wimbledon, Sunderland, Bradford City, Darlington, Scunthorpe United, Bolton Wanderers",No
Ian Holloway,https://fbref.com/en/players/8c116e30/Ian-Holloway,1992,1996,MF,Queens Park Rangers,No
Dan Holman,https://fbref.com/en/players/bb1ae2c6/Dan-Holman,2012,2025,FW,"Braintree Town, Cheltenham Town, Aldershot Town, Torquay United, Woking, Boreham Wood, Leyton Orient",No
Fletcher Holman,https://fbref.com/en/players/de40b95a/Fletcher-Holman,2023,2026,FW,"Wolverhampton Wanderers U21, Solihull Moors",Yes
Abby Holmes,https://fbref.com/en/players/55946c66/Abby-Holmes,2017,,DF,Sunderland,No
Bradley Holmes,https://fbref.com/en/players/73a687d8/Bradley-Holmes,2020,2024,MF,"Dunfermline Athletic, Blackpool",No
Danny Holmes,https://fbref.com/en/players/89a78afc/Danny-Holmes,2006,2017,DF,"Tranmere Rovers, Burton Albion, Newport County, York City, Altrincham, Fleetwood Town",No
Finley Holmes,https://fbref.com/en/players/80e42c26/Finley-Holmes,2024,2025,MF,,Yes
Ian Holmes,https://fbref.com/en/players/97278169/Ian-Holmes,2007,2008,FW,Mansfield Town,No
Jack Holmes,https://fbref.com/en/players/cca2d60c/Jack-Holmes,2017,2019,MF,,No
Jack Holmes,https://fbref.com/en/players/d4446516/Jack-Holmes,2024,2026,MF,Rotherham United,Yes
Lee Holmes,https://fbref.com/en/players/8129ba96/Lee-Holmes,2002,2020,MF,"Exeter City, Preston North End, Derby County, Southampton, Swindon Town, Walsall, Bradford City, Oxf",No
Luke Holmes,https://fbref.com/en/players/2a55843d/Luke-Holmes,2012,,FW,Wilmington Hammerheads,No
Matty Holmes,https://fbref.com/en/players/fc77951f/Matty-Holmes,1993,1996,MF,"West Ham United, Charlton Athletic, Blackburn Rovers",No
Paul Holmes,https://fbref.com/en/players/6d4ace8b/Paul-Holmes,1992,2003,DF,"West Bromwich Albion, Everton, Birmingham City, Torquay United",No
Peter Holmes,https://fbref.com/en/players/a447c136/Peter-Holmes,2002,2011,MF,"Luton Town, Hayes & Yeading United, Ebbsfleet United, Rotherham United, Chesterfield, York City, Lin",No
Richard Holmes,https://fbref.com/en/players/6f0c3fa6/Richard-Holmes,2002,2003,DF,Notts County,No
Ricky Holmes,https://fbref.com/en/players/27650ab0/Ricky-Holmes,2010,2026,MF,"Chelmsford City FC, Barnet, Northampton Town, Charlton Athletic, Portsmouth, Oxford United, Southend",Yes
Tom Holmes,https://fbref.com/en/players/db317640/Tom-Holmes,2016,2026,DF,"Luton Town, Rotherham United, Reading, Reading U23, Roeselare, Reading FC U21",Yes
Tareiq Holmes-Dennis,https://fbref.com/en/players/0c1a5420/Tareiq-Holmes-Dennis,2014,2020,DF,"Bristol Rovers, Oxford United, Plymouth Argyle, Charlton Athletic, Huddersfield Town, Oldham Athleti",No
Damani Holness,https://fbref.com/en/players/49e4a069/Damani-Holness,2019,,MF,,No
Marcus Holness,https://fbref.com/en/players/90f554c6/Marcus-Holness,2007,2016,DF,"Rochdale, Burton Albion, Tranmere Rovers, Altrincham, Barrow",No
Chris Holroyd,https://fbref.com/en/players/667b7110/Chris-Holroyd,2006,2020,FW,"Macclesfield Town, Cambridge United, Wrexham, Chester City, Chorley FC, Preston North End, Brighton",No
Andy Holt,https://fbref.com/en/players/fcf6b086/Andy-Holt,2002,2012,DF,"Northampton Town, Oldham Athletic, Wrexham, Hull City, Shrewsbury Town, Barnsley",No
Grant Holt,https://fbref.com/en/players/1b64c1b2/Grant-Holt,2002,2018,FW,"Norwich City, Nottingham Forest, Rochdale, Shrewsbury Town, Hibernian, Wigan Athletic, Sheffield Wed",No
Taite Holtam,https://fbref.com/en/players/d9f460c1/Taite-Holtam,2022,2026,GK,Gillingham,Yes
Louie Holzman,https://fbref.com/en/players/1a694219/Louie-Holzman,2020,2026,DF,"Eastleigh, Reading U23, Reading FC U21, Reading",Yes
Josh Home,https://fbref.com/en/players/c2343ea9/Josh-Home,2021,2026,MF,Gateshead,Yes
Morgan Homson,https://fbref.com/en/players/769ab772/Morgan-Homson,2018,2019,,,No
Danny Hone,https://fbref.com/en/players/e89fc592/Danny-Hone,2007,2017,DF,"Lincoln City, Barrow, Darlington",No
George Honeyman,https://fbref.com/en/players/84afeaff/George-Honeyman,2014,2026,"FW,MF","Blackpool, Hull City, Millwall, Sunderland, Sunderland U23, Gateshead",Yes
Solomon Honor,https://fbref.com/en/players/1b71d535/Solomon-Honor,2022,2026,GK,Blackburn Rovers U21,Yes
Louis Hood,https://fbref.com/en/players/fe72cfba/Louis-Hood,2021,2022,GK,,No
Nicholas Hood,https://fbref.com/en/players/2cdc7c3f/Nicholas-Hood,2017,2020,DF,Middlesbrough U23,No
Lee Hook,https://fbref.com/en/players/d4d45c1d/Lee-Hook,2014,2015,GK,,No
Neal Hooks,https://fbref.com/en/players/d4df9dcc/Neal-Hooks,2014,2015,MF,,No
Luca Hoole,https://fbref.com/en/players/7c1349b1/Luca-Hoole,2019,2020,MF,,No
Harry Hooman,https://fbref.com/en/players/a7cee7b7/Harry-Hooman,2009,2013,DF,Cheltenham Town,No
Anton Hooper,https://fbref.com/en/players/d61ad51f/Anton-Hooper,2019,2020,FW,Aston Villa U23,No
Dean Hooper,https://fbref.com/en/players/73ca127c/Dean-Hooper,2006,2007,DF,"Swindon Town, Cambridge United",No
Finley Hooper,https://fbref.com/en/players/c5338abe/Finley-Hooper,2024,2026,GK,West Ham United U21,Yes
Gary Hooper,https://fbref.com/en/players/b73ce4ba/Gary-Hooper,2006,2025,FW,"Celtic, Sheffield Wednesday, Scunthorpe United, Norwich City, Wellington Phoenix, Southend United, H",Yes
Harry Hooper,https://fbref.com/en/players/e870607f/Harry-Hooper,1954,,MF,,No
James Hooper,https://fbref.com/en/players/1527f77b/James-Hooper,2014,2020,FW,Rochdale,No
